Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Variant Grams;Variant Inventory Tracker;Variant Inventory Qty;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Google Shopping / Google Product Category;Google Shopping / Gender;Google Shopping / Age Group;Google Shopping / MPN;Google Shopping / Condition;Google Shopping / Custom Product;Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Included / United States;Price / United States;Compare At Price / United States;Included / International;Price / International;Compare At Price / International;status;Unnamed: 43
atomic-cloud-c12-revoshock-c-m10-gw-2425;;;;;;;True;;161;0;shopify;37;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_003.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_003.jpg;;;;;;;;;;;
atomic-cloud-c12-revoshock-c-m10-gw-2425;;;;;;;True;;168;0;shopify;0;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_066.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_066.jpg;;;;;;;;;;;
atomic-maven-103-cti-2425;Atomic Maven 103 CTi 24/25;Atomic Maven 103 CTi 24/25 är en högpresterande all-conditions freeride-skida, särskilt framtagen för kvinnor på avancerad till expert nivå. Skidan har en Power Woodcore-konstruktion som kombinerar ask- och poppelträ, vilket ger stabilitet och vibrationsdämpning vid höga hastigheter.Med CTi-kärnan, som integrerar både kolfiber och titanal, balanseras smidighet och styrka på ett imponerande sätt och gör skidan lättmanövrerad. Kolfiber Tank Mesh förstärker skidan utan att öka vikten, vilket förbättrar dess smidighet och respons. Tack vare All Mountain Rocker med rocker i spetsen, camber under foten och en lätt upphöjning i bakdelen, blir skidan mångsidig, lätt att svänga och carva med, samtidigt som den behåller greppet på hård snö.HRZN-teknologin expanderar ABS-sidoväggen in i spetsen och bakdelen, ökar ytan med 10%, vilket ger bättre flyt och kontroll i djupsnö. Den riktade formen, med mjukare spets och styvare bakdel, underlättar svängar och bibehåller stabiliteten under styrning. Den hybrida Cap/Sandwich-konstruktionen har en sidovägg under foten för bra kantgrepp, medan tip och tail har Cap-konstruktion för låg rotationsvikt. Tack vare skidas flexmönster, som har stark prestanda mot bakdelen, är den lättillgänglig och lättmanövrerad i olika terränger som träd och pucklar.Den 103 mm breda skidan med HRZN 3D-tips ger utmärkt flyt i puder och mjuk puckelsnö. Stabiliteten är finjusterad för att hantera hårdare underlag med finess. Den låga svingvikten möjliggör snabba och precisa svängar, med en sidcut på 18 meter för längden 178 cm.Atomic Maven 103 CTi fungerar perfekt som en mångsidig en-skid-lösning och presterar väl både i puder och på pist. Skidorna är lämpade för hårdsatsande åkare som vill utforska nya terränger, med sin dynamiska design och robusta konstruktion.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;162;0;shopify;0;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_186.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_186.jpg;;;;;;;;;;Active;
atomic-maven-103-cti-2425;;;;;;;True;;178;0;shopify;0;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_106.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_106.jpg;;;;;;;;;;;
atomic-maverick-105-cti-2425;Atomic Maverick 105 CTi 24/25;ATOMIC MAVERICK 105 CTI 24/25Atomic Maverick 105 CTI är den perfekt skidan för all-mountain, alla förhållanden och freeride-skidåkning. Du kommer att älska dess Power Woodcore av dynamisk ask och poppelträ, som förbättrar stabiliteten och minskar vibrationerna vid höga hastigheter. Dessutom har Maverick 105 CTI en något mer mångsidig midjebredd än Maverick 115 CTI. CTI Powered-kärnan är tillverkad av en kombination av kol och titanal, vilket ger en perfekt balans mellan smidighet och robusthet, vilket gör den perfekt för energisk och högintensiv skidåkning. All Mountain Rocker ger större mångsidighet, medan den robusta HRZN 3D-spetsen ökar ytan för bättre flyt i djupare snöförhållanden. Skidans design med lägre miljöpåverkan minskar miljöavfallet och minskar de materialbaserade CO2-ekvivalenta utsläppen med 24 % (jämfört med Maverick 100 TI, 2022) genom att använda mindre metall, glasfiber och harts samt ett toppskikt med mer återvunnet innehåll. Maverick 105 CTI är en mångsidig skida som värderas högt av skidåkare som Daron Rahlves. Den är designad i Nordamerika och tillverkad i Österrike.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;170;0;shopify;3;Deny;Manual;5400.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_011.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_011.jpg;;;;;;;;;;Active;
atomic-maverick-105-cti-2425;;;;;;;True;;178;0;shopify;0;Deny;Manual;5400.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_027.jpg;;;;;;;;;;;
atomic-maverick-105-cti-2425;;;;;;;True;;185;0;shopify;0;Deny;Manual;5400.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_131.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_131.png;;;;;;;;;;;
atomic-maverick-105-cti-2425;;;;;;;True;;191;0;shopify;0;Deny;Manual;5400.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_022.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_022.jpg;;;;;;;;;;;
atomic-maverick-105-cti-2526;Atomic Maverick 105 CTi 25/26;Atomic Maverick 105 CTi är skidan som levererar prestanda och mångsidighet för åkare som älskar att utforska varje hörn av berget.Med en midjebredd på 105 mm och den senaste tekniken från Atomic, erbjuder Maverick en perfekt balans mellan stabilitet, flyt och lekfullhet – oavsett om du carvar på hårdpackad snö, surfar genom puder eller tar dig an utmanande terräng.HuvudfunktionerFlow Profile Design: Kombination av rocker och camber för maximal mångsidighet och kontroll i varierande förhållanden.HRZN Tech Tip: Bredare spetsar med mindre vikt för förbättrad flytkraft och lättare manövrering i mjuk snö.Ultra Power Woodcore: En kärna av poppel och ask ger kraftfulla, stabila prestanda utan att kompromissa på lekfullhet.Titanium Powered: Titanal-lager förstärker skidan för att minska vibrationer och ge stabilitet vid hög fart.All Mountain Rocker: 20% rocker i spetsen, 65% camber under foten och 15% rocker bak, vilket ger stabilitet och grepp samtidigt som det underlättar manövrering.SpecifikationerMidjebredd: 105 mm – perfekt balans mellan flyt i puder och stabilitet på hårdare underlag.Radie: 19 m (storlek 185 cm) – ger en balanserad känsla mellan korta och långa svängar.Vikt: 2050 g per skida (storlek 180 cm).Längder: 170 cm, 178 cm, 185 cm, 191 cm.Användningsområde: All-mountain och freeride.Atomic Maverick 105 CTi är det ultimata valet för åkare som vill ha en skida som klarar allt.Oavsett om du är på jakt efter puder i offpisten eller carvar nedför branta backar, levererar Maverick precision, flyt och en fantastisk åkupplevelse.Utforska bergen med självförtroende – Atomic Maverick 105 CTi tar dig dit.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;170;0;shopify;0;Deny;Manual;9000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_052.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_052.jpg;;;;;;;;;;Active;
atomic-maverick-105-cti-2526;;;;;;;True;;178;0;shopify;0;Deny;Manual;9000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_082.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_082.jpg;;;;;;;;;;;
atomic-maverick-105-cti-2526;;;;;;;True;;185;0;shopify;31;Deny;Manual;9000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_134.jpg;;;;;;;;;;;
atomic-maverick-105-cti-2526;;;;;;;True;;191;0;shopify;0;Deny;Manual;9000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg;;;;;;;;;;;
atomic-maverick-115-cti-2425;Atomic Maverick 115 CTi 24/25;ATOMIC MAVERICK 115 CTI 24/25Har du hört talas om Atomic Maverick 115 CTI? Det är en fantastisk skida som är särskilt utformad för friåkare och som till och med har testats på Freeride World Tour! Med sin terränggående design kan du förvänta dig hårt laddande friåkningsprestanda med progressiv offpist-mångsidighet. Låter ganska fantastiskt, eller hur? Dessutom har skidan den nya CTI Powered-kärnkonstruktionen, som kombinerar kol och titanal för att skapa ett rundare, mer konsekvent flexmönster med ökad vridstyvhet. Detta ger bättre stabilitet, balans, kraft och känsla. Power Woodcore är tillverkad av en kombination av ask- och poppelträ, vilket ger ökad styrka och minskade vibrationer. Den har utvecklats i samarbete med freeride-experter som Sage Cattabriga-Alosa och Craig Murray. Med en 115 midja och robust HRZN 3D tip får du ökad yta för bättre flyt, och Powder Rocker-profilen ger livlig hantering. Maverick 115 CTI:s nya kärnkonstruktion balanserar trä och metall med mindre glasfiber och harts, vilket resulterar i en 24 % minskning av materialbaserade CO2-ekvivalenta utsläpp jämfört med Maverick 100 TI från 2022, enligt en livscykelanalys.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Offpist;;True;längd;185;0;shopify;31;Deny;Manual;6650.0;9500.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_189.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_189.png;;;;;;;;;;Active;
atomic-maverick-115-cti-2425;;;;;;;True;;193;0;shopify;66;Deny;Manual;6650.0;9500.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_143.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_143.jpg;;;;;;;;;;;
atomic-maverick-96-cti-2526;Atomic Maverick 96 CTi 25/26;Atomic Maverick 96 CTI är den ultimata all-mountain skidan för dig som vill ha prestanda och mångsidighet i alla snöförhållanden.Med en midjebredd på 96 mm och avancerad teknologi från Atomic, kombinerar Maverick 96 CTI stabilitet, precision och lekfullhet – oavsett om du carvar på hårdpackad snö, åker genom puder eller tar dig an utmanande terräng.HuvudfunktionerCTI Powered Core: En mix av kolfiber och titanal ger perfekt balans mellan styvhet och flex för en responsiv och stabil åkupplevelse.HRZN 3D Tip: Unik spetsdesign med ökad yta för bättre flyt och smidigare hantering i puder och varierande snöförhållanden.Power Woodcore: En kärna av trä som dämpar vibrationer och ger ökad stabilitet vid höga hastigheter.All Mountain Rocker: 20% rocker i spetsen, 65% camber under foten och 15% rocker i bakdelen – perfekt kombination av stabilitet och manövrerbarhet.Hållbar design: Minskad användning av glasfiber och harts sänker skidan CO2-utsläpp med 16% utan att kompromissa med prestandan.SpecifikationerLängder: 165 cm, 172 cm, 179 cm, 186 cmRadie: 16 m (165 cm), 17 m (172 cm), 18 m (179 cm), 19 m (186 cm)Sidecut (Tip/Midja/Tail):165 cm – 126 / 95 / 111.5 mm172 cm – 127.5 / 95.5 / 113 mm179 cm – 129 / 96 / 114.5 mm186 cm – 130.5 / 96.5 / 116 mmVikt: 1900 g per skida (storlek 179 cm)Användningsområde: All-mountainAtomic Maverick 96 CTI är skidan för den som vill ha en följsam och kraftfull åkupplevelse i alla förhållanden.Från pist till puder – Maverick 96 CTI levererar precision, kontroll och en fantastisk känsla i backen.Gör dig redo att erövra berget med Atomic Maverick 96 CTI!;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Allmountain;;True;längd;172;0;shopify;0;Deny;Manual;8500.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_017.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_017.jpg;;;;;;;;;;Active;
atomic-maverick-96-cti-2526;;;;;;;True;;179;0;shopify;5;Deny;Manual;8500.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_092.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_092.jpg;;;;;;;;;;;
atomic-maverick-96-cti-2526;;;;;;;True;;186;0;shopify;0;Deny;Manual;8500.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_037.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_037.jpg;;;;;;;;;;;
atomic-redster-g9-rvsk-s-icon-12-gw-2526;Atomic Redster G9 RVSK S + Icon 12 GW 25/26;Atomic Redster G9 Revoshock S är en högpresterande skida med teknik som används av världens bästa skidåkare, vilket förvandlar din lokala pist till din egen racerbana. Revoshock-teknologin dämpar ojämnheter och vibrationer för en stabilare åktur, medan Carbon Boost-inlägg ger extra kraft och respons i svängutgångarna. En fritt glidande platta under pjäxan möjliggör optimal kantkontroll längs hela skidans längd. Ultrawall-sidewall-konstruktionen säkerställer kontrollerad kraftöverföring, och en Power Woodcore-kärna av ask och poppel bidrar till stabilitet under dina snabbaste åk.Art. No: AASS03626Storlek: 166 cm, 171 cm, 176 cm, 181 cmRadie: 15 m (166 cm), 16 m (171 cm), 17 m (176 cm), 18 m (181 cm)Sidecut: 110.5-67-96 mm (166 cm), 110.5-67-96.5 mm (171 cm), 110.5-67-96.5 mm (176 cm), 110.5-67-97 mm (181 cm)Teknologi: Revoshock S, Carbon Boost, Power Woodcore, TI Powered, UltrawallKantvinkel: 87° (sida), 0.8° (bas)Ytfinish: World Cup Base Finish, Tip Protector;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Pist;;True;längd;176;0;shopify;0;Deny;Manual;13000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg;;;;;;;;;;Active;
atomic-redster-g9-rvsk-s-icon-12-gw-2526;;;;;;;True;;181;0;shopify;5;Deny;Manual;13000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_171.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_171.jpg;;;;;;;;;;;
atomic-redster-j4-l-6-gw-2425;Atomic Redster J4 + L 6 GW 24/25;ATOMIC REDSTER J4 + L6 GW 24/25Atomic Redster J4 är skidorna som får blivande tävlingsåkare att komma upp i fart snabbt! Med Dura Cap Sidewall, Light Woodcore och Densolite Core-konstruktionen erbjuder de unga skidåkarna från 8-13 år utmärkt kantgrepp och löpande stabilitet. De har också en enkel svängstart – anpassad för lättare åkare. Och de fullfjädrade Atomic-racingfärgerna gör att skidorna ser lika snabba ut som de åker!;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Junior;;True;längd;110;0;shopify;5;Deny;Manual;2800.0;4000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_084.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_084.jpg;;;;;;;;;;Active;
atomic-redster-j4-l-6-gw-2425;;;;;;;True;;120;0;shopify;29;Deny;Manual;2800.0;4000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_102.png;;;;;;;;;;;
atomic-redster-j4-l-6-gw-2425;;;;;;;True;;130;0;shopify;0;Deny;Manual;2800.0;4000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_128.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_128.jpg;;;;;;;;;;;
atomic-redster-j4-l-6-gw-2425;;;;;;;True;;140;0;shopify;0;Deny;Manual;2800.0;4000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_152.jpg;;;;;;;;;;;
atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425;Atomic Redster Q7 Revoshock C inkl. M 12 GW 24/25;Atomic Redster Q7 Revoshock C är en högpresterande pistskida utvecklad för medelgoda till avancerade åkare som vill ha fartstabilitet, kantgrepp och en levande känsla i varje sväng. Den kombinerar världscupinspirerad teknik med en allround-pistform, vilket gör den till ett utmärkt val för hela dagsäventyr på hårt underlag.Teknologi & KonstruktionRevoshock C: Atomics vibrationsdämpande teknologi med integrerade fjädrande plattor som ger stabilitet, bättre isgrepp och snabb kraftöverföring från kant till kant.Multi Radius Sidecut: En hybrid radieprofil som gör skidan lika kapabel i snabba, korta svängar som i längre carvingsvängar.TI Powered: Ett lager Titanal i konstruktionen ger extra stabilitet, dämpning och kraftfull respons vid höga farter.Power Woodcore: Helträkärna i poppel som levererar en stabil men livlig känsla och god kantkontroll.Dura Cap Sidewall: Sidväggskonstruktion som förbättrar kantgreppet och slitstyrkan, samt skyddar skidan från yttre påfrestningar.SpecifikationerMålgrupp: Medelgoda till avancerade åkareUnderlag: Pist, alla förhållandenSkidtyp: All-Condition Piste ShapeSidcut: Multi Radius (kombinerar slalom och storslalom-karaktär)Konstruktion: Power Woodcore, TI Powered, Dura Cap SidewallTeknologi: Revoshock CBindning: M 12 GW – kompatibel med både GripWalk och vanliga alpina pjäxorSammanfattningRedster Q7 Revoshock C är designad för dig som älskar att pressa carvingsvängar oavsett underlagets skick. Med en kraftfull men följsam känsla ger den både säkerhet och lekfullhet, och tack vare Revoshock C-teknologin känns varje sväng mer kontrollerad och dynamisk. Perfekt för fartglada åkare som vill ha maximal kontroll och respons i varje åk.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Pist;;True;längd;160;0;shopify;94;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_056.png;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_056.png;;;;;;;;;;Active;
atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425;;;;;;;True;;168;0;shopify;37;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_136.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_136.jpg;;;;;;;;;;;
atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425;;;;;;;True;;176;0;shopify;74;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_090.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_090.jpg;;;;;;;;;;;
atomic-redster-q7-revoshock-c-inkl-m-12-gw-2425;;;;;;;True;;152;0;shopify;36;Deny;Manual;6300.0;9000.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_162.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_162.jpg;;;;;;;;;;;
atomic-redster-s9-rvsk-s-icon-12-gw-2526;Atomic Redster S9 RVSK S + Icon 12 GW 25/26;Atomic Redster S9 Revoshock S är en slalommaskin byggd på tävlingsvinnande teknologi som används av världens bästa skidåkare. Revoshock-teknologin absorberar störande ojämnheter innan de når dina fötter, vilket ger en mjukare åktur. Carbon Boost-inlägg under hälen ger extra styvhet och kraftfull återstuds i svängutgångarna. En fritt glidande platta under pjäxan möjliggör bättre kantgrepp längs hela skidans längd. Ultrawall-sidewall-konstruktionen ger kontrollerad kraftöverföring, medan en Power Woodcore av ask och poppel bidrar till stabilitet för korta, smidiga svängar och carving på pisten.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Pist;;True;längd;165;0;shopify;80;Deny;Manual;13000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_086.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_086.jpg;;;;;;;;;;Active;
atomic-redster-s9-rvsk-s-icon-12-gw-2526;;;;;;;True;;170;0;shopify;0;Deny;Manual;13000.0;;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_206.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_206.jpg;;;;;;;;;;;
atomic-redster-x9rs-revoshock-s-icon-16-2425;Atomic Redster X9RS Revoshock S + Icon 16 24/25;ATOMIC REDSTER X9RS REVOSHOCK S + ICON 16 24/25Atomic Redster X9RS Revoshock S fångar känslan av att susa genom en världscup-tävling och ger dig den upplevelsen. Med Multi Radius Sidecut kan X9RS Revoshock S växla mellan långa GS-svängar och snabba slalomsvängar utan ansträngning. Revoshock S absorberar stötar och vibrationer, och överför den energin till kraftfull acceleration ut ur svängarna samtidigt som stabiliteten bibehålls vid hög hastighet. Det TI Powered-laminerade lagret ökar styrkan och styvheten, medan Ultrawall-konstruktionen kombinerar kraften och kantgreppet från sidewallskonstruktionen med hållbarheten hos en cap-finish. Ultra Power Woodcore hämtas från Atomics FIS-raceplattformar för att ge proffsnivå styrka och flex. Redster X9RS Revoshock S är resultatet av nästan 70 års skidåkningsarv och kunskap, noggrant konstruerat och byggt för dig.;atomic;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Pist;;True;längd;175;0;shopify;0;Deny;Manual;11550.0;16500.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_221.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_221.jpg;;;;;;;;;;Active;
atomic-redster-x9rs-revoshock-s-icon-16-2425;;;;;;;True;;183;0;shopify;22;Deny;Manual;11550.0;16500.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_212.jpg;;;;;;;;;;;
black-crows-anima-2425;Black Crows Anima 24/25;Black Crows Anima 24/25 är en mångsidig allround-skida som är konstruerad för att leverera enastående prestanda både i djup snö och på hårt underlag. När du jagar äventyr i brant terräng och variabla förhållanden säkerställer denna skida stabilitet och lekfullhet, tillfredsställande för alla typer av skidåkare.För att förbättra din åkupplevelse är Anima utrustad med en progressiv flex och en rocker under foten, vilket gör det möjligt att hantera både stora och små linjer med lätthet. Tack vare sin konstruktion anpassar den sig till olika utförsbackar utan att kompromissa med prestandan. Stabil och vridstyv säkerställer den kraftöverföring vid högre hastigheter och ger en säker känsla när du utforskar nya linjer.Med en bred midja flyter Anima effektivt i pudersnö och ger tillräcklig kantkontroll för hårdare snö, vilket gör den idealisk för varierande snöförhållanden. För att maximera åkarens kontroll och smidighet i svängarna erbjuder skidan en balanserad kombination av lekfullhet och precision.Designad med passion för friåkning, kan Anima tåla tuffa utmaningar och hårda landningar, vilket gör att du kan utforska terrängen på ett tryggt och roligt sätt. Om du söker en pålitlig skida som kan följa med överallt är Black Crows Anima 24/25 det perfekta valet för alla dina äventyr och experiment i backen.;	Black Crows;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Offpist;;True;längd;182;0;shopify;0;Deny;Manual;7420.0;10600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg;;;;;;;;;;Active;
black-crows-anima-2425;;;;;;;True;;189;0;shopify;16;Deny;Manual;7420.0;10600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_048.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_048.jpg;;;;;;;;;;;
black-crows-anima-2425;;;;;;;True;;194;0;shopify;0;Deny;Manual;7420.0;10600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_046.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_046.jpg;;;;;;;;;;;
black-crows-camox-jr-2425;Black Crows Camox Jr 24/25;Eftersom vintersäsongen närmar sig är det dags att tänka på utrustningen. Att välja rätt skidor, som unga skidåkare njuter maximalt av, kan vara avgörande. För en smidig och mångsidig åkupplevelse är Black Crows Camox Jr ett utmärkt val. Om de används på varierande terräng eller under olika snöförhållanden blir de ett bra val tack vare sin allmountain- och freestyle-design.Dessa svarta skidor passar perfekt för nyfikna juniorer som älskar alpinskidåkning och har konstruerats för att erbjuda både stabilitet och lekfullhet. Med Camox Jr under fötterna kommer den unga skidåkaren att uppleva förbättrad kontroll tack vare den genomtänkta konstruktionen som förenar hållbarhet och flexibilitet. De förhållanden de används under påverkar prestationen minimalt tack vare deras allsidighet.För de som gillar att utforska både preparerade backar och offpist erbjuder dessa skidor en pålitlig åkupplevelse. Denna mångsidighet och robusthet gör Camox Jr till en pålitlig följeslagare för unga äventyrslystna åkare. Med en design som ger en känsla av självförtroende och säkerhet är Black Crows Camox Jr det rätta valet för den unga åkaren som vill ta sina skidäventyr till nästa nivå.;Black Crows;Sporting Goods > Outdoor Recreation > Winter Sports & Activities > Skiing & Snowboarding > Skis;Junior;;True;längd;139;0;shopify;0;Deny;Manual;3920.0;5600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_148.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_148.jpg;;;;;;;;;;Active;
black-crows-camox-jr-2425;;;;;;;True;;149;0;shopify;0;Deny;Manual;3920.0;5600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_129.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_129.jpg;;;;;;;;;;;
black-crows-camox-jr-2425;;;;;;;True;;157;0;shopify;69;Deny;Manual;3920.0;5600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg;;;;;;;;;;;
black-crows-camox-jr-2425;;;;;;;True;;164;0;shopify;0;Deny;Manual;3920.0;5600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_201.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_201.jpg;;;;;;;;;;;
black-crows-camox-jr-2425;;;;;;;True;;171;0;shopify;0;Deny;Manual;3920.0;5600.0;False;True;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_109.jpg;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_109.jpg;;;;;;;;;;;
